full_text,kelas
@tinomendes_000 @Matahari_tmr Yg terbiasa seks bebas itu para kafir.... Itu golongan elu yg berpura-pura masuk Islam....,Positif
@Lovelyb1e Bukan nya pada bersyukur lu dengan adanya umat islam di dunia ini kalian para kafir masih terselamat kan dari murka tuhan,Positif
@talangijoo Islam semua atau semua kafir itu bukan tujuannya tapi hidup damai berdampingan itu yang dilakukan dari dulu begitu. hidup tidak saling bully kepercayaan masing - masing....,Positif
@shineyeolie Islam ketika ada yg islamphobic : Islam ketika banyaknya yg ngatain non muslim kafir banyaknya umat muslim yg benci sama non muslim Islam ketika umatnya ganggu non muslim beribadah : ï¸ï¸,Negatif
Islam ketika ada yg islamphobic : Islam ketika banyaknya yg ngatain non muslim kafir banyaknya umat muslim yg benci sama non muslim Islam ketika umatnya ganggu non muslim beribadah : ï¸ï¸,Negatif
@democrazymedia si @luhut_binsar dan Gerombolannya adalah PengKhianat KAFIR yang membenci Islam dan Umat Islam. Apapun di lakukannya agar Indonesia ini Hancur.. Kolaborasi Jawa dan Putra-putri Daerah Seluruh Indonesia yg menjadi PengKhianat harus di HENTIkan..!!! #ReferendumLepasdariNKRI,Negatif
Kafir itu istilah dalam Al-Quran. Silahkan dipakai sesuai aturannya. Tapi Hati-Hati jangan sampai dipakai untuk melabeli Muslim yang berbeda Pemahaman. #nadirsyahhosen #tolakintoleransi #alquran #Islam #Crypto https://t.co/gv6Gp38xLk,Positif
@CSetyandarta @talangijoo Gw sih nga heran knapa kaum kafir koplak dongo pd benci islam krn mereka mnelan lngsung mentah2 info2 negative tentang islam wajar sih mungkin akibat kedunguan mereka ,Positif
@gajahserenang @bacottetangga__ Goblok banget sih lu belagak bijak dengan membawa narasi kayak gitu lo pikir hebat Duluan islam lahir dari pada kau duluan azan di masjid berkumandang dari pada kau lahir Urus lah agama mu wahai kafir Kenapa anda gak protes dengan pabrik yg banyak polusi,Negatif
@Charsadda01 @inside_storiesA @meryam___m Os pe tou apko appreciate kia tha mai tou blkl fazol baty nhi bardasht krti. In ka logic kia hy Punjab kafir hy q k kaly hy daal khor hy. hum sharia chahty hy mean while in islam racism is HARAM. I mean they are F losers Islam k against ja k ye log sharia lagyngy ,Negatif
@wanfayhsal tentangan kafir semestinya Islam. terus berjuang demi Islam. Takbirrr.,Positif
@gajahserenang @bacottetangga__ Idih orang kafir masuk buat rusuh dan buat ngasih bensin yg terpuruk itu iman kafir yg kurang stabil semua yg dilakukan umat islam dianggapnya mengganggu dsr kafir gak tahu malu,Negatif
@Kakaroct87 @josephlimch @Solisidtor Sejak bila MELAYU tu semuanya islam dan DAP tu semuanya kafir. Singkat betul akal. Islam jelas tiada bangsa atau keturunan. Semuanya islam selagi dia mengucap dua kalimah syahadah.,Positif
MENGAKU MUSLIM TAPI MESRA DENGAN MUSUH ISLAM Ketika Nabi shallallahu alaihi wa sallam berdakwah ada banyak musuh mengintai. Terutama dari kalangan Yahudi dan orang kafir sekitar Madinah. Anehnya di saat yang sama ada beberapa orang yang tinggal di Madinah mereka juga ikut https://t.co/Qxr2Kf0WL3,Positif
https://t.co/MGmrRyoNk8 Pengen gw ghoh roghk si ali jindan ini SUMPAH mnurut syariah Islam bahkan Rasul menyarankan bughot munafik khawarij kek gini dibunuh halal sama halnya ngebunuh kafir yg memerangi islam #nasab #nasabbaalawi #nasabhabib #nasabhabaib #mukibin,Negatif
@KGKlatin9 @FruitLover2345 @Froyo64 @NurHasy10160034 @AnakBalang_0705 @incognito_grey @AsbabulKopi @__anomali__ @ridho45916919 @imamDouma Mau di tambah kata (azab) atau gak allah ttp dtg mengazab mereka yg kafir/ingkar terhadap islam dan nabi muhammad. Gak ada perbedaan makna Apa kmu udh memahami perbedaan grammar antara bhs. Arab dengan bhs. Indo??? Klo gak paham ya wajar kmu bilang beda,Positif
[Soal Jawab] Kaum Kafir Akan Terus Memusuhi Islam Permusuhan kaum kafir terhadap Islam dan kaum muslim bukanlah hal baru tetapi sudah berlangsung lama. Bahkan sejak Islam muncul pertama kali dibawa oleh Baginda Rasulullah saw.. Artikel penuh: https://t.co/b1pOCIEv5A https://t.co/tserlTbAkO,Positif
@gagal_hijrah @erickthohir ANJING2 KAFIR INI PASTI SLLU KELAPARAN MISKIN AMIT2 HIDUPlo MASIH INGIN BERTAHAN DI AGAMAlo YG BIKIN lo KELAPARAN AWAS NTAR BUNDIR SINI MASUK ISLAM KAMI BERKECUKUPAN CUKUP BERDOA CEPAT KAYA DIKABULKAN SECEPATNYA GK PERLU USIK AGAMA LAIN NGIRI DENGKI CIRI2 ORANG YG KELAPARAN,Negatif
Demikianlah. Seolah2 lawan politik mereka adalah lawan agama Islam didoakan kehancuran. Jadi tak pelik melihat sesetengah komen penyokong mereka yg mudah melabel pemimpin atau penyokong kerajaan yg muslim sebagai musuh Islam pendokong kafir dan sebgainya. Ghuluw.,Negatif
@sunwookimz @pochaccoita Islam ketika ada yg islamphobic : Islam ketika banyaknya yg ngatain non muslim kafir banyaknya umat muslim yg benci sama non muslim : ï¸ï¸,Negatif
Di dlm islam sdh di wanti2 jgn menjadikan para kafir itu idola role model bhkan tmn baik. Sejatinya mrk itu dlm hatinya ada kebencian tdhd islam tdk ridho sm agama islam smpai kita mengikuti mrk https://t.co/tSDKPL7RgC,Positif
@talangijoo Iya selama Islam gak tegas ngusir kaum kafir macam lu gak bakal maju sih,Positif
Khalid bin walid pedang nya ALLAH salah satu komandan kafir yang hampir membunuh nabi Muhammad pada perang Uhud tapi Allah memberi hidayah sehingga turn to Islam dan menjadi komandan yang tak terkalahkan ALLAHUAKBAR!,Positif
@Hilmi28 Keras dan memusuhi terhadap kaum muslim sendiri namun lemah lembut terhadap kafir dan pembantai umat islam. Naudzubillah..,Negatif
https://t.co/YLRfIhxSEb bani baalawi sesad kek gini emang hukumnya halal dibantai di genosida #massacre massal bhkan dlm syariah Islam dan anjuran Rasul #terorislaten bgini hukumnya halal dibunuh sm halnya memerangi kafir #nasab #nasabbaalawi #nasabhabib #nasabhabaib #mukibin,Negatif
@meinmokhtar budaya barat/kafir dah bejaya pengaruh org islam https://t.co/Nh8GY5Bl7s,Negatif
@talangijoo Narasi para pemimpin yg dungu &amp; konslet arab dubai negara islam maju tp kebanyakan orangÂ² kafir yg akan sllu menghalalkan segala untuk terlihat lebih maju,Negatif
@abbas_dahelvi Kafir,Negatif
Takpe lebih baik kafir yang jujur dan tak ambil rasuah dari melayu islam yang tak jujur &amp; ambil rasuah Yakin je yg pertama tu jujur &amp; tak ambik rasuah ,Negatif
Dimana islam mayoritas maka yg kafir akan aman ini fakta.tapi sulit diharapkan kebalikannya.,Positif
Rutinitas gue dikantor adl mendengar nadia omara bercerita nah pas bgtt bagian khalid bin walid &amp; ikrimah anaknya abu jahal yang kalo disatuin mantep bgtt di medan perang. Kyknya pas masih kafir belum masuk islam,Positif
Mau diajak memperbaiki citra Israel yg zionis. Tega dan kejam terhadap umat Islam. Orang yang kejam dengan umat Islam adalah orang KAFIR .orang komunis Orang Zionis .Orang MUNAFIQ.,Negatif
@talangijoo Heii oten kalian emang kafir tapi kalo kalian hidup secara baik baik menurut Islam haram dibunuh tapi klo menurut yahudi kalian penyembah berhala pantas dipancung,Positif
@AYB_id Pembatal keislaman = Murtad = Kafir: - Membenci syariat yg dibawa Muhammad ï·º - Menghina islam - berkeyakinan ada hukum yg lebih baik dari hukum Allah ï·» Plus orang ini dan kroco2 nya senang bergaul dengan orang kafir yahudi yg memerangi kaum muslimin.,Negatif
@bacotan_gaib @Valhallaah @bnsphrxyzzz @PaijoKhentirr Tak boleh doy muslim mnista Kristen atau pun agama lainnya juga tak boleh kafir akan nonis mnista islam itulah toleransi adil itu om kau bilang ujaran kbencian wlaupun kawan mu sndr yg mlkukan tapi kmu ga bisa speak up atau malah menikmatinya,Negatif
@AraituLaki JelasÂ² dia ini cina kafir yg rela jd pkhianat &amp; rusakn orang Islam.,Negatif
@UGM_FESS Nilai matkul Agama Islam dikasih C aja kadang lebih mikir ini termasuk kafir atau enggak? daripada mending ngulang atau enggak ya? ,Negatif
Ganti baju...hmm... Minuman KaLeng Seperti Pepsi Sprite Coca Cola dLL Pada Ganti Baju Pakai Bajunya Merk TuLisan Arab Supaya di Katakan Perusahan Minuman Ummat IsLam yg Punya . Namanye Juga KAFIR Alkitab Aje di Rubah Apalagi Cuman Minuman KaLeng...Doang ?? https://t.co/CMsfNEhYH1,Negatif
@talangijoo Kalau belajar Islam itu jangan dari pastor tp dr orang Islamnya langsung. Nih gua kasih gambaran yang bener. Berkata Nabi Muhammad saw: Barangsiapa menyakiti kafir dzimmi (non-muslim yg berdamai) maka aku (Rasulullah) akan menjadi lawannya di hari kiamat. (HR Muslim).,Positif
@nbbb68750441 @AbdulWa82444032 @talangijoo Betul tidak semua Islam melakukan perintah di Qur'an khususnya membunuh kafir. Tapi banyak jg yg terpengaruh sama ayat2 itu jadi alasan mereka halal berjihad membubarkan ibadah agama lain dll dll. Saya setuju bro junjung terus nilai toleransi. Semua agama sama baiknya!,Positif
@bacotan_gaib @PaijoKhentirr @Valhallaah @bnsphrxyzzz Smua yang didambakan manusia ada pada ajaran islam bahkan ama tetangga yg kafir aja suruh ngasih makanan dan ga boleh zalim kepada smua manusia dalam islam korupsi ttap haram om biarpun tuk bantu orang.,Positif
@Nataigama Loh katanya ngomongin kemampuan strategi perang Khalid pas memerangi Islam sebagai kafir bisa dinilai secara objektif kemampuan strategi perangnya bagus Kok Imam Ali memimpin pasukan sebagai muslim di Siffin dan Jalan ga bisa dinilai objektif juga kemampuan strategi perangnya?,Positif
@rmol_id Kenapa bukan orang kafir aja yang perbaiki kenapa lu yang umat Islam sendiri. Bangke,Negatif
@ShandiYV1 @ardfard101 @paipiapaipia Membunuh tawanan kalau ga masuk kriteria kafir yg boleh dibunuh ini bisa jadi masalah secara hukum. Apalagi kalau ada tendensi personal. Sbg amirul mu'minin beliau sydna Umar ga cuma mikirin ttg negara dan militer tp juga concern membumikan hukum2 Islam sbg konstitusi sehari2,Positif
Haram sebab aurat. Perempuan islam dengan perempuan islam aurat dia pusat hingga lutut. Kalau dengan perempuan kafir aurat kita sama macam aurat dengan lelaki.,Positif
@warriormuslimin @talangijoo Bahkan imigrasi besar2an yg sangat hebat dari warga negara islam yg malah melarikan dirinya utk brtahan hidup k negara2 kafir!!!! Bukan k Arab Saudi / Qatar! || Kebodohan yg lengkap dgn kemunafikan tentang teman seagamanya sendiri. https://t.co/RLpNTIRkEo,Negatif
@karim_nur75209 @Cugak606060 @talangijoo Salah satu perintah Allah adalah mnegakan dinullah jd kl ada kafir yg mncoba mnginakan agama islam ya lawanlah kau takut?? santai aja mau pahala masuk surga nga?? nti kan ktemu bidadari gmn kau ini,Positif
@NebAdrenaline @a_krishnann @jedimaster909 Awak ni kafir yg nak mendalami islam ke ? Bertanya macam mana dan apa yg di ajar dalam Islam. Kalau nak belajar saya bukan la guru yg terbaik sebab saya masih lagi jahil dalam agama Islam.,Positif
@mhmmdzhrw @Hilmi28 Pencucian otak ala islam liberal produk israel tidak perlu dibuat kafir cukup dirusak aqidahnya dan mereka akan tunduk. Coba liat generasi NU sekarang di kalangan muda muhamadiyah juga sdh mulai.,Negatif
@dadosyafikrie @jotarokujo49 @paipiapaipia Tapi di tweet @paipiapaipia katanya pas kafir selalu ngalahin Islam,Negatif
@jotarokujo49 @paipiapaipia Tapi di tweet @paipiapaipia katanya pas kafir selalu ngalahin Islam,Negatif
@karim_nur75209 @Cugak606060 @talangijoo Tp narasi loe Jing fokus ke selangkangan kafir macem loe apa lagi kl bukan Utak atik Ayat untuk loe jadiin bhn mngehina islam ngomong2 kitab loe dah kgk loe baca2 buang aja percuma bikin sumpek,Negatif
@ShandiYV1 @ardfard101 @paipiapaipia Pada zaman Rasulullah juga ada ada aja yang ngaku Nabi sampai bikin surah palsu ada kafir harbi ada banyak orang yang ngaku Islam tapi langgar perintah bunuh diri di medan perang ada yang munafik. Disekitar Rasul aja ada pemberontak ketentuan Islam kurang hebat apa Rasul coba,Positif
@muchlis_ar Lg bersihÂ² nama baik Carany bikin narasi cinta perdamaian &amp; pejuang Islam sejati Padahal patut diduga adalah antekÂ² penjajah Israel Kerja sama bareng Israel Cari pendakwah yg mau disertifikasi Sisanya ULAMA yg GK disertifikasi tuduh mrk dgn tuduhan Ulama teroris &amp; radikal ,Negatif
Penduduk di Dunia mulai sadar dan tahu â© ISLAM BUKAN TERORIS. ISIS. USAMAH BIN LADEN â†•ï¸ Buatan ðŸ‡ºðŸ‡¸ Demokrat agar penduduk Dunia benci ISLAM. ISLAM Radikal itu Syiah Syiah BUKAN ISLAM. Subhanallah.... https://t.co/r253PDyn7a,Positif
@dil_diw @cepybara_ nga usah boong juga bang beberapa tahun ke belakang pembahasan pembebasan palestina masi berbalut islam vs yahudi kok apalagi dibawa sama ormas islam radikal.... faktor agama disini masi kuat,Positif
@Generasi_MudaNU Dua Perbedaan yang mencolok dulu kami dikatakan radikal extrimis sampah masyrakat. Tapi dari dua foto ini sangat jelas berbeda antara dua organisasi islam. Dari foto ini sudah jelas mana yang baik untuk umat dan mana yang sering buat ulah untuk umat . . . https://t.co/U0W1aJmYxH,Negatif
@CNNIndonesia Inikah intelektual kurang cukup umur itu? katanya Islam mlehoy eh moderat kok ngomongnya radikal begitu?,Negatif
@Jehovah_jireh @JinNonik @sixpackmann @Nebuchanedzar_I Klo kakak kn Cina tp islamophobic hehehe Pantesan menyembah China krn takut sama Islam wkwkwkwk FYI kak org Islamis radikal dukung China juga loh,Negatif
@jilulisme 1. Duit 2. Persaudaraan Islam global yg semakin menipis. Yg ditonjolkan persatuan nusantara bahkan kelompoknya saja. 3. Menurut mereka ada faksi2 radikal dlm perjuangan palestina yg mereka sangat antipati. 4. ,Negatif
Lucu bat org islam konservatif tolol pada ngeburn feminisme ggr ni orang bilang orang muslim ga bisa jd feminis Padahal dia feminis radikal jir liat aja bionya literal MISANDRIST Itu dah setingkat ISIS sama JIL kalo jadi muslim literal extremist. https://t.co/q0yZwSzFl8,Negatif
@Aryprasetyo85 @03__nakula @__AnakKolong @_memoryusang @seruanhl @Anak__Ogi @AntoniusCDN @NgkongRoses @kangwaqfi2 @islah_bahrawi Bbrp titik sdh mrk tempati. TempatÂ² tersebut yg mayoritasnya masyarakat awam dan taat agama tetapi tdk tau perkembangan agama islam yg sesungguhnya hingga mrk dgn sangat mudah di doktrinisasi di cuci otak oleh para bgundalÂ² kelompok RADIKAL.,Negatif
Sejumlah ASN di beberapa kabupaten di Jambi diduga kuat terafiliasi oleh gerakan Islam berbasis radikal yang disebut dengan kelompok Negara Islam Indonesia atau NII. ASN di Jambi ini diduga kuat telah mengikuti ajaran kelompok itu hingga termonitor oleh pihak Densus 88. https://t.co/0RZaAvEfLo,Negatif
@SammiSoh Umat Islam jgn terprovokasi oleh islamophobia baik dari Kresten Radikal maupun dari kalangan Islam sendiri yg tukang jaga gereja.,Positif
@el_jastip @bacottetangga__ Apa sih.. Yg Razia Ormas islam di bilang radikal ..yg Razia polisi di bilang sok suci,Positif
@KhoirunNad37323 @C4k_D3pp Membela saudara seiman aja dianggap gusdur fundamentalis. Dari dulu senjata untuk memusuhi umat Islam adalah tuduhan radikal intoleran fundamentalis.,Positif
@MbulGendhut Bumi Inggris adalah milik Allah maka harus ditata untuk beribadah kpd Allah bukan beribadah kpd selain Allah. Orang Kristen tak merasa dihina banyak orang yg tak mau masuk Kristen. Muslim radikal merasa dihina banyak orang yg tak mau masuk Islam sebab tak mau menyembah Allah.,Negatif
Bila ini terus berkembang kedepannya benturan tdk akan lagi terelakkan. Nilai2 Liberal yg jauh dari nilai2 religius/Ketuhanan tentulah sangat tidak nyaman bagi Umat Islam. Saat ini saja sdh byk fitnah2 bagi umat Islam yg dilancarkan Kaum Liberal. Radikal Intoleran.,Positif
@karlinatitik5 Asli islam radikal,Negatif
@ilhampurnama887 UK dan US menggunakan islam radikal spt isis u mengacau negara lain.... Skrg senjata mkn tuan,Negatif
@andhikatsu @ansal1979 @MireinaRiviere ya ya mana penerapan Alquran dan Hadits dalam bernegara Indonesia secara penuh ? kok malah masih pakai sistem sekuler liberalisme ? Yang mempromosikan Kilafah dan syariat Islam malah dianggap sebagai teroris ekstrimis dan radikal oleh pemerintah sehingga dilarang. ,Negatif
@kuliahdiamerika Memang aneh kalau mau bela idola sampe bawa nama tokoh Islam yg dihormati dan perlu dikritisi. Lagian orangnya aja terima baik-baik kritik gue dan ngaku salah kok lonya nyolot. Lain kali kalau gagal faham kritik orang lain jangan enteng lo nuduh orang radikal.,Positif
@realMaalouf Isis bukanlah Islam mereka (ISIS) hanyalah kelompok Teroris radikal yang mengatasnamakan Islam,Positif
Maklum mereka malu sebagai Islam takut dituduh Radikal,Negatif
@SammiSoh Dsr manusia kafir bsnya cuma buat fitnah aja blg aja km ngiri islam itu gak radikal ygradikal itu km yg punya postingan ini teroris itu kaum kafir yg buat postingan ini jgn percaya ini berita Hoaxs yg radikal itu umat kafir dan sekalian teroris juga kafir lg meradang otak,Negatif
Perlu kita syukuri adalah ketika kita hijrah atau masuk islam kita dipertemukan dengan jalan kebenaran (Manhaj Salaf). Apalah jadinya jika kita hijrah atau masuk islam tetapi dipertemukan dengan jalan kesesatan &amp; kelompok yang menyimpang seperti liberal radikal syiah dst. https://t.co/QlPOUxBMvc,Positif
@Valhallaah 1) Kenapa mrk selalu menciptakan isu teroris? 2) kenapa mrk harus memfitnah org Islam yg pro pd pemikiran HRS dan para ulama yg tegas dianggap radikal &amp; selalu dituduh sbg teroris ? Alasannya Krn mereka tak bisa bebas berbuat maksiat selama masih ada HRS &amp; para ulama tegas https://t.co/aunqg5yfBG,Negatif
@Havai2ndX @BramantyaNigel @xsolusix @enigma8592 @ProfOnline_id Pancasila sejalan dengan islam tapi radikal dan sekuler tidak suka.,Negatif
@xMustofaNahrax Patut diduga orang itu antekÂ² Netanyahu yg sengaja disusupkan ke dlm organisasi Islam di Indonesia. Mereka sengaja di liberalisasi untuk meredam perlawanan orang Indonesia yg selalu menentang Israel Makanya disini mrk selalu memainkan isu radikal pd para ulama tegas spt HRS,Negatif
@SolehIrfan2 @Jak_Tbc @Andalasiy01 @_faktaindo Pasti kalah dia kalau adu debat sama gua Islamnya dapet dari tiktok ustad2 radikal doang bikin malu umat Islam,Negatif
@AnKiiim_ Ini organisasi Islam modern berkemajuan mandiri kaya raya tdk pernah menjilat kekuasaan kiprahnya sgt jelas dan terbuka humble tdk pernah bacot kosong radikal radikul nkri harga matre paling pancasilais anggota &amp; simpatisannya sebagian besar kategori well educated people,Negatif
@Jak_Tbc @Andalasiy01 @_faktaindo Pentingnya belajar Islam secara kaffah. Lu kalau Islam radikal silahkan aja gausah bawa bawa gua silahkan radikal sama kelompok lu aja. Gua mah mengamali Quran Hadits shahih &amp; suritauladan Rasul. Silahkan lu bersama kitab kuning kitab biru lu https://t.co/4BMtK1PUcP,Positif
Kampanye intoleran makin mereka gaungkan kebhinekaan keberagaman toleransi menjadi isu yg terus memojokkan umat Islam. Hingga kritik2 yg ditujukan pd kekuasaan dicap dari kaum radikal ingin mensyar i kan Indonesia. Sementara meraka terus berpesta dikekuasaan yang korup.,Negatif
Dan upaya ini berhasil memojokkan kelompok Islam di Indonesia. Kelompok Islam yg religius dicap radikal intoleran. Dan isu radikalisme intoleran berhasil juga menyatukan minoritas nonis dan kaum liberal. Ini efeknya ke Politik. Yg diusung Kelompok Islam dicap fasis.,Negatif
@Havai2ndX @enigma8592 @ProfOnline_id Ha? FPI sama HTI bubar. Gerakan teroris Islam fundamentalis seperti Jamaah Islamiyah sudah dihabisi. Berarti kan gerakan Islam radikal pendukungnya nggak banyak For the God's sake be rational,Positif
@momon_garuk44 Pilih anis berarti barisan idiots yg hanya mau menegakkan Islam radikal..!!!,Negatif
@BramantyaNigel @enigma8592 @ProfOnline_id It is on-going under processing for the right wing to have enough power to protect &amp; defend Europe from problems made or will be done by islam. Tak ada ketakutan lebih tepatnya alert &amp; awareness terhadap potensi terjadinya keburukan oleh fanatik /radikal muslim.,Negatif
@BramantyaNigel @enigma8592 @ProfOnline_id Setuju dg syarat dg statementmu bahwa islamisme tak selamanya buruk. Namun dari kalimat itu tersirat islamisme itu ada sisi buruk Bukan rahasia radikal islam jika tak bisa lewat senjata maka bisa manfaatkan demokrasi justru utk agenda syariah yg jadi ancaman bagi demokrasi,Negatif
@Abidin29Zainal @Anto_Respatie @RandomWorldWar @nishi_nishi01 Tak semua sih emang jurnalis itu propagandist islam/ hamas / radikal islam. Namun anggap semuanya pasti jujur independent tak berpihak itu super naif bahkan idiocy. Tahu kasus jurnalis aljazera ternyata terlibat ikut sembunyikan sandera Israel ??,Negatif
@avataremon @RandomWorldWar @nishi_nishi01 Bukan andai asal an. Jelas kok tujuan cita &amp; manifesto hamas &amp; group radikal palestin lainnya lenyapkan Israel / Jews. (Explore sendiri soal di atas banyak sourcenya) Org penuh niat jahat / busuk seperti hamas / radikal islam jika pegang senjata hasilnya adalah kengerian,Negatif
@PaijoKhentirr @mx00711 @anthwf77 @BayuAngora @BloncoBedjo @bokohalal @branjangankawat @AnakTangsiAD @Ajiek_Dewa78 @AbbasciputAbbas @agama_nusantara Uda mantap itu karena jumlah muslim dan non muslim itu sudah sama di indonesia ini tak ada lgi istilah mayoritas dan minoritas dan tdk semua islam itu radikal tapi yg radikal itu sudah pasti musuh kita bersama ,Positif
Orang pada bilang Islam A radikal Islam B teroris Nih! Contoh rill Radikal + teroris Islam sesat &amp; nyeleneh akidahnya seolah itu bener buat dilakuin menuju tingkat keimanan yg berlevel-level ceunah RADIKAL TERHADAP KEAKIDAHAN MUTLAK YG GAK MASUK AKAL ,Negatif
@ProfOnline_id Umat islam radikal begini nih yg nyebelin malu2in lu...si paling islam. Org mau bikin tempat ibadah apapun ya terserah selama ga ngerugiin org lain selama ga ganggu ibadah kalian...,Positif
@marsileacr @kuphi_ @nurdiyansah Wkwkw itu daerah yg selalu dikaitkan dengan radikal karna mreka keknya benci bgt sama yg berbau2 islam heran jga pdahal mreka yg ngebenci jga beragama islam bhkan mreka lebih benci sama yg brbau islam dibanding benci sama koruptor,Negatif
@Gojekmilitan Kenapa islam banyak yg kek gini ya disclaimer gw jg islam. Cuma yg gini2 kok banyak bgt bikin stigma jelek bikin nama islam jelek. Ceramah pake bahasankasar bgt dan frontal ada yg radikal lah apanga bisa diolah gitu kata2nya dan perhatiin berbagai aspek sama tafsirannya,Positif
as acehnese yang dianggap islam radikal dan konservatif shik shak shok liat gimana orang jawa mengkultuskan gus gusan ini wkwk,Negatif
@dwisurVE @SammiSoh islam mengutamakan adab lu bisa sholat sambil duduk dn hukumnya oun SAH.. islam yg bikin jelek adl umat modelan lu dn juga yg di pesawat ini tadi radikal teroris yg halal utk disembelih,Negatif
@islah_bahrawi NGACA ELO JUGA MANTAN BUZZERP BUDAK DINASTY ISTANAELO BAGIAN PENGHUJAT ULAMA AGAMA ISLAM DAN ADU DOMBA UMAT ISLAM DENGAN JUALAN RADIKAL RADIKUL SLOGANNYA NKRI HARGA MATI PENJAJAH RRC MALING NKRI MINGKEM ELO TIDAK KEBAHAGIAAN JATAH CUCI TANGAN BIAR BERSIH JEJAK DIGITAL KEJAM https://t.co/V8XSGeYK6z,Negatif
@Vwadi007 Radikal islam,Negatif
SI GUPRON ALIAS GO PORN LEBIH DESTRUKTIF DAN RADIKAL MILITAN EKTRIM KIRI ANTI AGAMA ANTI ISLAM DAN PANCASILA UHD 1945#WAJIBSEGERADITANGKAPDANDIPENJARAKANDISELKHUSUSRSJGROGOL.,Negatif
yang paling unik waktu ngelakuin riset pribadi soal kelompok radikal islam di indonesia. mulai dari relevansi kategori pelajar yang cenderung lebih mudah terpengaruh sejarah awal mula terbentuknya di indonesia sampai tokoh-tokoh yang terlibat.,Positif
@batumaubes Radikal islam type shit,Negatif
gw sebagai internal pun ngerasa sama sering kesel kalo agama islam selalu jadi tameng opini radikal dan tindakan radikal padahal islam sendiri agama Pacifisme wong sesama islam aja masih sering saling mengkafirkan ,Negatif
@tvOneNews Yang lebih aneh semuanya pada diem Hahaha . Coba yang bawa bendera tauhid langsung di bubarkan.. radikal teroris...kalo yang kayak gini langsung disebut kearifan lokal. Islam Nusantara. Hahaha ,Negatif
@SammiSoh loh dia yang mulai duluan tadz..dibiarin malah ngelunjak...siapa lgi yang menjaga umat tadz klo bkn orang islam sendiri ? loh klo udh tau jalannya...yaa istiqomah aj tadz...takut amat sih di framing intoleran radikal anti NKRI ANTI PANCASILA...semua omongan mereka itu BULLSH*T ,Negatif
@UraySriwahyuni 2 2 nya salah si di video yt terlalu bodoh ngatain orang radikal &amp; yg wahabi(siapapun itu) selalu bilang sunah semua islam juga melakukan sunah yg pake mahzab juga berlandaskan alquran dikira asalÂ²an &amp; doa pun bisa sampai ke orang meninggal insyallah maka doakan lah biar,Negatif
@_eksistensiet @AzhuraFirman @robby_karman @tanyarlfes Aku dikasih tau menantu nya. Awal tau adanya NII tuh ya karena diceritain gitu menantunya ini simpatisan ISIS dimana klo simpatisan ISIS nih perkara tauhid emang bagus tp Emg rada radikal sedangkan NII ini udah sesat bahkan bilang klo ibadah Haji itu bukan rukun Islam.,Negatif
@tvOneNews Ini Mah Mahluk Ciptaan kakak Pembina BIN yg di Jagain keberadaanya oleh BANSeRep demi proyek Islam Nusantara yg ber slogan Indonesia Harga Tai utk memerangi Radikal Radikul,Negatif
@Valhallaah Kalo mereka brani jujur... Kaum2 radikal itu adl wajah Islam yg sebenar2 nya... Tp mereka malu mengakui bahwa wajah mereka seburuk itu.... Makanya mereka diem gak brani ngelawan....,Negatif
@toe_giman Tujuan nya umat islam disibukkan oleh urusan yg model beginian seperti gufron test DNA habib pawang hujan Rara Radikal-radikul. Tujuan adudomba umat biar mereka lupa akan pergerakan nepotisme yg luar biasa masif.,Negatif
@black96476 @RefublikAteis Islam=Radikal=Teroris,Negatif
@islah_bahrawi Trus kalo jaringan itu menuju ke arah teroris kenapa negaravtidak mengharamkan saja pemahaman itu ???trs apa selain NU semua pemahaman radikal ??untung aja pdip kalah kalo gak habis semua orang islam diradikalin ma si islah,Negatif
Astaghfirullah org sdh meninggal masih difitnah khawarij ajaran sesat musuh islam ajaran radikal. Dan bnyk kata2 jahat lainnya. Allahulmustaan,Negatif
@arifin34533 Jualan agama Islam itu mau moderat radikal paling getol. Selama ini ternyata menipu masyarakat. ,Negatif
@fotodakwah Alhamdulillah islam radikal berkurang.,Positif
@ilhampurnama887 Analisa macam apa ini? Nggak ada ceritanya Muhammadiyah dan NU kerjasama dengan HTI Jamaah Islamiyah dan gerakan radikal Islam lainnya Mendingan hapus deh Tweet kamu sebelum kamu dilaporin polisi karena menyebarkan fitnah,Negatif
Moderat selain kebanyakan omong kosong juga serakah banget meminta dana hibah dari APBN demi ambisi mereka. Moderat dikasih duit berapapun nggak akan bisa mengatasi Islam radikal karena memang mereka meng keep radikal demi bargaining positioning mereka meminta dana APBN. https://t.co/4x2cBsl835,Negatif
Bos @Kemenag_RI liberal ini mmg bisanya cm toleran-tolerun &amp; radikal-radikul kpd ummat Islam. Giliran Israhell bantai &gt;40 rb org yg sbgn bsr wanita &amp; anak2 dia pura2 budeg tuli &amp; bisu. Dia br semangat kalo ada cuannya. Cc @MUIPusat @muhammadiyah @nahdlatululama @tempodotco . https://t.co/BPhTC9NuLx,Negatif
@maulanafikri455 Dah gw denger dan tonton videonya. Gw ga mengkontestasikan bahwa interpretasi agama Islam tersebut akurat / ga akurat. Klaim gw lebih radikal: orang yang serius mau memahami hakikat realita (serius dalam spirituaitas) pada satu titik mestilah meninggalkan agama.,Negatif
@JimlyAs Islam Nusantara sebagai alat menuduh kelompok yang ga sepaham dituduh radikal extrim,Negatif
