full_text,kelas,cleaned_text,lower_text,tokens,no_stopwords,stemmed_tokens,processed_text
Wowkwkwkwk Islam Radikal nih orang ngehina Tuhan orang dihina balik demo di monas ,Negatif,Wowkwkwkwk Islam Radikal nih orang ngehina Tuhan orang dihina balik demo di monas ,wowkwkwkwk islam radikal nih orang ngehina tuhan orang dihina balik demo di monas ,"['wowkwkwkwk', 'islam', 'radikal', 'nih', 'orang', 'ngehina', 'tuhan', 'orang', 'dihina', 'balik', 'demo', 'di', 'monas']","['wowkwkwkwk', 'islam', 'radikal', 'nih', 'orang', 'ngehina', 'tuhan', 'orang', 'dihina', 'demo', 'monas']","['wowkwkwkwk', 'islam', 'radik', 'nih', 'orang', 'ngehina', 'tuhan', 'orang', 'dihina', 'demo', 'mona']",wowkwkwkwk islam radik nih orang ngehina tuhan orang dihina demo mona
@_NeverAlonely Perusahaan bule gk mau bangun Indonesia karena banyak muslim radikal kotupsi tipu2.,Negatif, Perusahaan bule gk mau bangun Indonesia karena banyak muslim radikal kotupsi tipu, perusahaan bule gk mau bangun indonesia karena banyak muslim radikal kotupsi tipu,"['perusahaan', 'bule', 'gk', 'mau', 'bangun', 'indonesia', 'karena', 'banyak', 'muslim', 'radikal', 'kotupsi', 'tipu']","['perusahaan', 'bule', 'gk', 'bangun', 'indonesia', 'muslim', 'radikal', 'kotupsi', 'tipu']","['perusahaan', 'bule', 'gk', 'bangun', 'indonesia', 'muslim', 'radik', 'kotupsi', 'tipu']",perusahaan bule gk bangun indonesia muslim radik kotupsi tipu
@mojamoja238 Kaum radikal intoleran anti Islam spt si @radlife112 ini jangan dikasih panggung. RAS aja rame jangan biarkan kedengkiannya thdp Islam berubah menjadi aksi terorism dia kepada ummat Islam.,Negatif, Kaum radikal intoleran anti Islam spt si  ini jangan dikasih panggung RAS aja rame jangan biarkan kedengkiannya thdp Islam berubah menjadi aksi terorism dia kepada ummat Islam, kaum radikal intoleran anti islam spt si  ini jangan dikasih panggung ras aja rame jangan biarkan kedengkiannya thdp islam berubah menjadi aksi terorism dia kepada ummat islam,"['kaum', 'radikal', 'intoleran', 'anti', 'islam', 'spt', 'si', 'ini', 'jangan', 'dikasih', 'panggung', 'ras', 'aja', 'rame', 'jangan', 'biarkan', 'kedengkiannya', 'thdp', 'islam', 'berubah', 'menjadi', 'aksi', 'terorism', 'dia', 'kepada', 'ummat', 'islam']","['kaum', 'radikal', 'intoleran', 'anti', 'islam', 'spt', 'si', 'dikasih', 'panggung', 'ras', 'aja', 'rame', 'biarkan', 'kedengkiannya', 'thdp', 'islam', 'berubah', 'aksi', 'terorism', 'ummat', 'islam']","['kaum', 'radik', 'intoleran', 'anti', 'islam', 'spt', 'si', 'dikasih', 'panggung', 'ra', 'aja', 'rame', 'biarkan', 'kedengkiannya', 'thdp', 'islam', 'berubah', 'aksi', 'teror', 'ummat', 'islam']",kaum radik intoleran anti islam spt si dikasih panggung ra aja rame biarkan kedengkiannya thdp islam berubah aksi teror ummat islam
@ivahobitubir Penggunaan bendera-bendera tauhid buku-buku islam sebagai bukti indikasi terorisme dan diamini kepolisian kan akarnya juga dari islamophobia. Bukan menolak keberadaan kelompok radikal tapi persepsi atribut muslim di masyarakat kan memang masih cenderung negatif,Negatif, Penggunaan benderabendera tauhid bukubuku islam sebagai bukti indikasi terorisme dan diamini kepolisian kan akarnya juga dari islamophobia Bukan menolak keberadaan kelompok radikal tapi persepsi atribut muslim di masyarakat kan memang masih cenderung negatif, penggunaan benderabendera tauhid bukubuku islam sebagai bukti indikasi terorisme dan diamini kepolisian kan akarnya juga dari islamophobia bukan menolak keberadaan kelompok radikal tapi persepsi atribut muslim di masyarakat kan memang masih cenderung negatif,"['penggunaan', 'benderabendera', 'tauhid', 'bukubuku', 'islam', 'sebagai', 'bukti', 'indikasi', 'terorisme', 'dan', 'diamini', 'kepolisian', 'kan', 'akarnya', 'juga', 'dari', 'islamophobia', 'bukan', 'menolak', 'keberadaan', 'kelompok', 'radikal', 'tapi', 'persepsi', 'atribut', 'muslim', 'di', 'masyarakat', 'kan', 'memang', 'masih', 'cenderung', 'negatif']","['penggunaan', 'benderabendera', 'tauhid', 'bukubuku', 'islam', 'bukti', 'indikasi', 'terorisme', 'diamini', 'kepolisian', 'akarnya', 'islamophobia', 'menolak', 'keberadaan', 'kelompok', 'radikal', 'persepsi', 'atribut', 'muslim', 'masyarakat', 'cenderung', 'negatif']","['penggunaan', 'benderabendera', 'tauhid', 'bukubuku', 'islam', 'bukti', 'indikasi', 'terorism', 'diamini', 'kepolisian', 'akarnya', 'islamophobia', 'menolak', 'keberadaan', 'kelompok', 'radik', 'persepsi', 'atribut', 'muslim', 'masyarakat', 'cenderung', 'negatif']",penggunaan benderabendera tauhid bukubuku islam bukti indikasi terorism diamini kepolisian akarnya islamophobia menolak keberadaan kelompok radik persepsi atribut muslim masyarakat cenderung negatif
Lo oten radikal gak jauh beda dengan the kadrun. Malah lebih parah. Pemikiran yg picik dan hateful. Kamu membela Israel bukan karena ingin dunia ini damai. Tapi hanya benci islam. Let me educate you ya. Di Islam kita gak memandang imam seperti Pope atau orang suci. Imam2 yg,Negatif,Lo oten radikal gak jauh beda dengan the kadrun Malah lebih parah Pemikiran yg picik dan hateful Kamu membela Israel bukan karena ingin dunia ini damai Tapi hanya benci islam Let me educate you ya Di Islam kita gak memandang imam seperti Pope atau orang suci Imam yg,lo oten radikal gak jauh beda dengan the kadrun malah lebih parah pemikiran yg picik dan hateful kamu membela israel bukan karena ingin dunia ini damai tapi hanya benci islam let me educate you ya di islam kita gak memandang imam seperti pope atau orang suci imam yg,"['lo', 'oten', 'radikal', 'gak', 'jauh', 'beda', 'dengan', 'the', 'kadrun', 'malah', 'lebih', 'parah', 'pemikiran', 'yg', 'picik', 'dan', 'hateful', 'kamu', 'membela', 'israel', 'bukan', 'karena', 'ingin', 'dunia', 'ini', 'damai', 'tapi', 'hanya', 'benci', 'islam', 'let', 'me', 'educate', 'you', 'ya', 'di', 'islam', 'kita', 'gak', 'memandang', 'imam', 'seperti', 'pope', 'atau', 'orang', 'suci', 'imam', 'yg']","['lo', 'oten', 'radikal', 'gak', 'beda', 'the', 'kadrun', 'parah', 'pemikiran', 'yg', 'picik', 'hateful', 'membela', 'israel', 'dunia', 'damai', 'benci', 'islam', 'let', 'me', 'educate', 'you', 'ya', 'islam', 'gak', 'memandang', 'imam', 'pope', 'orang', 'suci', 'imam', 'yg']","['lo', 'oten', 'radik', 'gak', 'beda', 'the', 'kadrun', 'parah', 'pemikiran', 'yg', 'picik', 'hate', 'membela', 'israel', 'dunia', 'damai', 'benci', 'islam', 'let', 'me', 'educ', 'you', 'ya', 'islam', 'gak', 'memandang', 'imam', 'pope', 'orang', 'suci', 'imam', 'yg']",lo oten radik gak beda the kadrun parah pemikiran yg picik hate membela israel dunia damai benci islam let me educ you ya islam gak memandang imam pope orang suci imam yg
@MbulGendhut @heymusafir @EmbryageWR @Bisniscom Nah jangan kuatir bro @MbulGendhut temen kita @heymusafir ini islam yang modern dan memiliki pemikiran yang logis tidak akan termakan propaganda kaum radikal,Positif,    Nah jangan kuatir bro  temen kita  ini islam yang modern dan memiliki pemikiran yang logis tidak akan termakan propaganda kaum radikal,    nah jangan kuatir bro  temen kita  ini islam yang modern dan memiliki pemikiran yang logis tidak akan termakan propaganda kaum radikal,"['nah', 'jangan', 'kuatir', 'bro', 'temen', 'kita', 'ini', 'islam', 'yang', 'modern', 'dan', 'memiliki', 'pemikiran', 'yang', 'logis', 'tidak', 'akan', 'termakan', 'propaganda', 'kaum', 'radikal']","['kuatir', 'bro', 'temen', 'islam', 'modern', 'memiliki', 'pemikiran', 'logis', 'termakan', 'propaganda', 'kaum', 'radikal']","['kuatir', 'bro', 'temen', 'islam', 'modern', 'memiliki', 'pemikiran', 'logi', 'termakan', 'propaganda', 'kaum', 'radik']",kuatir bro temen islam modern memiliki pemikiran logi termakan propaganda kaum radik
Lo belajar Islam dari forum2 Faith Freedom Pamela Geller and co. Banyak fitnah dan distorsi agama nabi dan sejarah yg bikin orang2 manjadi radikal dan hate speech ke Islam. Perlu diketahui Islam pernah saling melindungi dengan Yahuri ketika Spanish Inquisition. Kadrun dan,Positif,Lo belajar Islam dari forum Faith Freedom Pamela Geller and co Banyak fitnah dan distorsi agama nabi dan sejarah yg bikin orang manjadi radikal dan hate speech ke Islam Perlu diketahui Islam pernah saling melindungi dengan Yahuri ketika Spanish Inquisition Kadrun dan,lo belajar islam dari forum faith freedom pamela geller and co banyak fitnah dan distorsi agama nabi dan sejarah yg bikin orang manjadi radikal dan hate speech ke islam perlu diketahui islam pernah saling melindungi dengan yahuri ketika spanish inquisition kadrun dan,"['lo', 'belajar', 'islam', 'dari', 'forum', 'faith', 'freedom', 'pamela', 'geller', 'and', 'co', 'banyak', 'fitnah', 'dan', 'distorsi', 'agama', 'nabi', 'dan', 'sejarah', 'yg', 'bikin', 'orang', 'manjadi', 'radikal', 'dan', 'hate', 'speech', 'ke', 'islam', 'perlu', 'diketahui', 'islam', 'pernah', 'saling', 'melindungi', 'dengan', 'yahuri', 'ketika', 'spanish', 'inquisition', 'kadrun', 'dan']","['lo', 'belajar', 'islam', 'forum', 'faith', 'freedom', 'pamela', 'geller', 'and', 'co', 'fitnah', 'distorsi', 'agama', 'nabi', 'sejarah', 'yg', 'bikin', 'orang', 'manjadi', 'radikal', 'hate', 'speech', 'islam', 'islam', 'melindungi', 'yahuri', 'spanish', 'inquisition', 'kadrun']","['lo', 'belajar', 'islam', 'forum', 'faith', 'freedom', 'pamela', 'geller', 'and', 'co', 'fitnah', 'distorsi', 'agama', 'nabi', 'sejarah', 'yg', 'bikin', 'orang', 'manjadi', 'radik', 'hate', 'speech', 'islam', 'islam', 'melindungi', 'yahuri', 'spanish', 'inquisit', 'kadrun']",lo belajar islam forum faith freedom pamela geller and co fitnah distorsi agama nabi sejarah yg bikin orang manjadi radik hate speech islam islam melindungi yahuri spanish inquisit kadrun
@zahirman1497734 @ygbacainigila @JamalBoegis ih gaboleh ngomong gitu. Muslim juga banyak yg radikal yg suka anarkis juga banyak ga perlu ngatain agama lain islam gak ngajarin begitu,Negatif,   ih gaboleh ngomong gitu Muslim juga banyak yg radikal yg suka anarkis juga banyak ga perlu ngatain agama lain islam gak ngajarin begitu,   ih gaboleh ngomong gitu muslim juga banyak yg radikal yg suka anarkis juga banyak ga perlu ngatain agama lain islam gak ngajarin begitu,"['ih', 'gaboleh', 'ngomong', 'gitu', 'muslim', 'juga', 'banyak', 'yg', 'radikal', 'yg', 'suka', 'anarkis', 'juga', 'banyak', 'ga', 'perlu', 'ngatain', 'agama', 'lain', 'islam', 'gak', 'ngajarin', 'begitu']","['ih', 'gaboleh', 'ngomong', 'gitu', 'muslim', 'yg', 'radikal', 'yg', 'suka', 'anarkis', 'ga', 'ngatain', 'agama', 'islam', 'gak', 'ngajarin']","['ih', 'gaboleh', 'ngomong', 'gitu', 'muslim', 'yg', 'radik', 'yg', 'suka', 'anarki', 'ga', 'ngatain', 'agama', 'islam', 'gak', 'ngajarin']",ih gaboleh ngomong gitu muslim yg radik yg suka anarki ga ngatain agama islam gak ngajarin
Putin dan aparat Rusia menindak tegas teroris Islam radikal yang meny*rang atau mengacaukan warga sipil Rusia bukan berarti Putin anti Islam atau Islamofobia,Negatif,Putin dan aparat Rusia menindak tegas teroris Islam radikal yang menyrang atau mengacaukan warga sipil Rusia bukan berarti Putin anti Islam atau Islamofobia,putin dan aparat rusia menindak tegas teroris islam radikal yang menyrang atau mengacaukan warga sipil rusia bukan berarti putin anti islam atau islamofobia,"['putin', 'dan', 'aparat', 'rusia', 'menindak', 'tegas', 'teroris', 'islam', 'radikal', 'yang', 'menyrang', 'atau', 'mengacaukan', 'warga', 'sipil', 'rusia', 'bukan', 'berarti', 'putin', 'anti', 'islam', 'atau', 'islamofobia']","['putin', 'aparat', 'rusia', 'menindak', 'teroris', 'islam', 'radikal', 'menyrang', 'mengacaukan', 'warga', 'sipil', 'rusia', 'putin', 'anti', 'islam', 'islamofobia']","['putin', 'aparat', 'rusia', 'menindak', 'terori', 'islam', 'radik', 'menyrang', 'mengacaukan', 'warga', 'sipil', 'rusia', 'putin', 'anti', 'islam', 'islamofobia']",putin aparat rusia menindak terori islam radik menyrang mengacaukan warga sipil rusia putin anti islam islamofobia
@reveliooz_ Gw belom denger dari seorang alkoholic atau pemakan babi kalo islam agama fasis agama judgemental ke alkohol dan babi. Dan sebaliknya orang yang agamanya gak melarang daging ke vegan(kecuali yg fanatik). Cuma kaum ini doang yang bener2 radikal.,Negatif, Gw belom denger dari seorang alkoholic atau pemakan babi kalo islam agama fasis agama judgemental ke alkohol dan babi Dan sebaliknya orang yang agamanya gak melarang daging ke vegankecuali yg fanatik Cuma kaum ini doang yang bener radikal, gw belom denger dari seorang alkoholic atau pemakan babi kalo islam agama fasis agama judgemental ke alkohol dan babi dan sebaliknya orang yang agamanya gak melarang daging ke vegankecuali yg fanatik cuma kaum ini doang yang bener radikal,"['gw', 'belom', 'denger', 'dari', 'seorang', 'alkoholic', 'atau', 'pemakan', 'babi', 'kalo', 'islam', 'agama', 'fasis', 'agama', 'judgemental', 'ke', 'alkohol', 'dan', 'babi', 'dan', 'sebaliknya', 'orang', 'yang', 'agamanya', 'gak', 'melarang', 'daging', 'ke', 'vegankecuali', 'yg', 'fanatik', 'cuma', 'kaum', 'ini', 'doang', 'yang', 'bener', 'radikal']","['gw', 'belom', 'denger', 'alkoholic', 'pemakan', 'babi', 'kalo', 'islam', 'agama', 'fasis', 'agama', 'judgemental', 'alkohol', 'babi', 'orang', 'agamanya', 'gak', 'melarang', 'daging', 'vegankecuali', 'yg', 'fanatik', 'kaum', 'doang', 'bener', 'radikal']","['gw', 'belom', 'denger', 'alkohol', 'pemakan', 'babi', 'kalo', 'islam', 'agama', 'fasi', 'agama', 'judgement', 'alkohol', 'babi', 'orang', 'agamanya', 'gak', 'melarang', 'dage', 'vegankecuali', 'yg', 'fanatik', 'kaum', 'doang', 'bener', 'radik']",gw belom denger alkohol pemakan babi kalo islam agama fasi agama judgement alkohol babi orang agamanya gak melarang dage vegankecuali yg fanatik kaum doang bener radik
@Matt_Rodjack @JamalBoegis Nah ini mangkanya gue ngomong sayang banget sebagus anies tapi dieklilingim Islam Radikal,Negatif,  Nah ini mangkanya gue ngomong sayang banget sebagus anies tapi dieklilingim Islam Radikal,  nah ini mangkanya gue ngomong sayang banget sebagus anies tapi dieklilingim islam radikal,"['nah', 'ini', 'mangkanya', 'gue', 'ngomong', 'sayang', 'banget', 'sebagus', 'anies', 'tapi', 'dieklilingim', 'islam', 'radikal']","['mangkanya', 'gue', 'ngomong', 'sayang', 'banget', 'sebagus', 'anies', 'dieklilingim', 'islam', 'radikal']","['mangkanya', 'gue', 'ngomong', 'sayang', 'banget', 'sebagu', 'ani', 'dieklilingim', 'islam', 'radik']",mangkanya gue ngomong sayang banget sebagu ani dieklilingim islam radik
@ygbacainigila @JamalBoegis Yg radikal itu umat kafirun dgn narasinya yg memecah belah umat beragama ini contoh km kafir sepertimu yg radikal kafir otaknya busuk kalau km mau hidup gak mau berdampingan bersm umat islam pindah atau jgn km tinggal diindonesia ini gitu aja kok repot otk kafir dungu,Negatif,  Yg radikal itu umat kafirun dgn narasinya yg memecah belah umat beragama ini contoh km kafir sepertimu yg radikal kafir otaknya busuk kalau km mau hidup gak mau berdampingan bersm umat islam pindah atau jgn km tinggal diindonesia ini gitu aja kok repot otk kafir dungu,  yg radikal itu umat kafirun dgn narasinya yg memecah belah umat beragama ini contoh km kafir sepertimu yg radikal kafir otaknya busuk kalau km mau hidup gak mau berdampingan bersm umat islam pindah atau jgn km tinggal diindonesia ini gitu aja kok repot otk kafir dungu,"['yg', 'radikal', 'itu', 'umat', 'kafirun', 'dgn', 'narasinya', 'yg', 'memecah', 'belah', 'umat', 'beragama', 'ini', 'contoh', 'km', 'kafir', 'sepertimu', 'yg', 'radikal', 'kafir', 'otaknya', 'busuk', 'kalau', 'km', 'mau', 'hidup', 'gak', 'mau', 'berdampingan', 'bersm', 'umat', 'islam', 'pindah', 'atau', 'jgn', 'km', 'tinggal', 'diindonesia', 'ini', 'gitu', 'aja', 'kok', 'repot', 'otk', 'kafir', 'dungu']","['yg', 'radikal', 'umat', 'kafirun', 'dgn', 'narasinya', 'yg', 'memecah', 'belah', 'umat', 'beragama', 'contoh', 'km', 'kafir', 'sepertimu', 'yg', 'radikal', 'kafir', 'otaknya', 'busuk', 'km', 'hidup', 'gak', 'berdampingan', 'bersm', 'umat', 'islam', 'pindah', 'jgn', 'km', 'tinggal', 'diindonesia', 'gitu', 'aja', 'repot', 'otk', 'kafir', 'dungu']","['yg', 'radik', 'umat', 'kafirun', 'dgn', 'narasinya', 'yg', 'memecah', 'belah', 'umat', 'beragama', 'contoh', 'km', 'kafir', 'sepertimu', 'yg', 'radik', 'kafir', 'otaknya', 'busuk', 'km', 'hidup', 'gak', 'berdampingan', 'bersm', 'umat', 'islam', 'pindah', 'jgn', 'km', 'tinggal', 'diindonesia', 'gitu', 'aja', 'repot', 'otk', 'kafir', 'dungu']",yg radik umat kafirun dgn narasinya yg memecah belah umat beragama contoh km kafir sepertimu yg radik kafir otaknya busuk km hidup gak berdampingan bersm umat islam pindah jgn km tinggal diindonesia gitu aja repot otk kafir dungu
@efraimsthoughts Kelompak Islam Syiah sudah dimana-mana Kelompok Jihadist Radikal sudah dimana-mana Kelompok LGBTQ sudah ada dimana-mana Persamaanya ketiganya sudah difatwa menyimpang oleh MUI,Negatif, Kelompak Islam Syiah sudah dimanamana Kelompok Jihadist Radikal sudah dimanamana Kelompok LGBTQ sudah ada dimanamana Persamaanya ketiganya sudah difatwa menyimpang oleh MUI, kelompak islam syiah sudah dimanamana kelompok jihadist radikal sudah dimanamana kelompok lgbtq sudah ada dimanamana persamaanya ketiganya sudah difatwa menyimpang oleh mui,"['kelompak', 'islam', 'syiah', 'sudah', 'dimanamana', 'kelompok', 'jihadist', 'radikal', 'sudah', 'dimanamana', 'kelompok', 'lgbtq', 'sudah', 'ada', 'dimanamana', 'persamaanya', 'ketiganya', 'sudah', 'difatwa', 'menyimpang', 'oleh', 'mui']","['kelompak', 'islam', 'syiah', 'dimanamana', 'kelompok', 'jihadist', 'radikal', 'dimanamana', 'kelompok', 'lgbtq', 'dimanamana', 'persamaanya', 'ketiganya', 'difatwa', 'menyimpang', 'mui']","['kelompak', 'islam', 'syiah', 'dimanamana', 'kelompok', 'jihadist', 'radik', 'dimanamana', 'kelompok', 'lgbtq', 'dimanamana', 'persamaanya', 'ketiganya', 'difatwa', 'menyimpang', 'mui']",kelompak islam syiah dimanamana kelompok jihadist radik dimanamana kelompok lgbtq dimanamana persamaanya ketiganya difatwa menyimpang mui
@ygbacainigila @kangchunoona @JamalBoegis Kalau menurutmu Pak Anies di dukung oleh islam radikal dan anarkis boleh dong kami sebut 02 dan 03 didukung oleh orang2 dengan mayoritas orang berkepentingan arogan penjilat pengadu domba penyebar hoaks dan keras kepala. Dan itu real karena contohnya lu sendiri..,Negatif,   Kalau menurutmu Pak Anies di dukung oleh islam radikal dan anarkis boleh dong kami sebut  dan  didukung oleh orang dengan mayoritas orang berkepentingan arogan penjilat pengadu domba penyebar hoaks dan keras kepala Dan itu real karena contohnya lu sendiri,   kalau menurutmu pak anies di dukung oleh islam radikal dan anarkis boleh dong kami sebut  dan  didukung oleh orang dengan mayoritas orang berkepentingan arogan penjilat pengadu domba penyebar hoaks dan keras kepala dan itu real karena contohnya lu sendiri,"['kalau', 'menurutmu', 'pak', 'anies', 'di', 'dukung', 'oleh', 'islam', 'radikal', 'dan', 'anarkis', 'boleh', 'dong', 'kami', 'sebut', 'dan', 'didukung', 'oleh', 'orang', 'dengan', 'mayoritas', 'orang', 'berkepentingan', 'arogan', 'penjilat', 'pengadu', 'domba', 'penyebar', 'hoaks', 'dan', 'keras', 'kepala', 'dan', 'itu', 'real', 'karena', 'contohnya', 'lu', 'sendiri']","['menurutmu', 'anies', 'dukung', 'islam', 'radikal', 'anarkis', 'didukung', 'orang', 'mayoritas', 'orang', 'berkepentingan', 'arogan', 'penjilat', 'pengadu', 'domba', 'penyebar', 'hoaks', 'keras', 'kepala', 'real', 'contohnya', 'lu']","['menurutmu', 'ani', 'dukung', 'islam', 'radik', 'anarki', 'didukung', 'orang', 'mayorita', 'orang', 'berkepentingan', 'arogan', 'penjilat', 'pengadu', 'domba', 'penyebar', 'hoak', 'kera', 'kepala', 'real', 'contohnya', 'lu']",menurutmu ani dukung islam radik anarki didukung orang mayorita orang berkepentingan arogan penjilat pengadu domba penyebar hoak kera kepala real contohnya lu
ampe sekarang masih straight aja. Kekuatan iman gua juga aman-aman aja. Malah alasan rusak nya iman gua ke tuhan dan ke agama bukan karna menormalisasi golongan lgbt tapi karena islam radikal yang judgmental.,Negatif,ampe sekarang masih straight aja Kekuatan iman gua juga amanaman aja Malah alasan rusak nya iman gua ke tuhan dan ke agama bukan karna menormalisasi golongan lgbt tapi karena islam radikal yang judgmental,ampe sekarang masih straight aja kekuatan iman gua juga amanaman aja malah alasan rusak nya iman gua ke tuhan dan ke agama bukan karna menormalisasi golongan lgbt tapi karena islam radikal yang judgmental,"['ampe', 'sekarang', 'masih', 'straight', 'aja', 'kekuatan', 'iman', 'gua', 'juga', 'amanaman', 'aja', 'malah', 'alasan', 'rusak', 'nya', 'iman', 'gua', 'ke', 'tuhan', 'dan', 'ke', 'agama', 'bukan', 'karna', 'menormalisasi', 'golongan', 'lgbt', 'tapi', 'karena', 'islam', 'radikal', 'yang', 'judgmental']","['ampe', 'straight', 'aja', 'kekuatan', 'iman', 'gua', 'amanaman', 'aja', 'alasan', 'rusak', 'nya', 'iman', 'gua', 'tuhan', 'agama', 'karna', 'menormalisasi', 'golongan', 'lgbt', 'islam', 'radikal', 'judgmental']","['amp', 'straight', 'aja', 'kekuatan', 'iman', 'gua', 'amanaman', 'aja', 'alasan', 'rusak', 'nya', 'iman', 'gua', 'tuhan', 'agama', 'karna', 'menormalisasi', 'golongan', 'lgbt', 'islam', 'radik', 'judgment']",amp straight aja kekuatan iman gua amanaman aja alasan rusak nya iman gua tuhan agama karna menormalisasi golongan lgbt islam radik judgment
@MichelAdam7__ Ulamanya juga banyak gaya tapi asline goblok ada Wahabi salafi radikal HTI selevel PKI belum lagi yg nyembah tukang mesum cebol ngaku turunan babi kacau Islam rasa sekte membumi di Konoha ,Negatif, Ulamanya juga banyak gaya tapi asline goblok ada Wahabi salafi radikal HTI selevel PKI belum lagi yg nyembah tukang mesum cebol ngaku turunan babi kacau Islam rasa sekte membumi di Konoha , ulamanya juga banyak gaya tapi asline goblok ada wahabi salafi radikal hti selevel pki belum lagi yg nyembah tukang mesum cebol ngaku turunan babi kacau islam rasa sekte membumi di konoha ,"['ulamanya', 'juga', 'banyak', 'gaya', 'tapi', 'asline', 'goblok', 'ada', 'wahabi', 'salafi', 'radikal', 'hti', 'selevel', 'pki', 'belum', 'lagi', 'yg', 'nyembah', 'tukang', 'mesum', 'cebol', 'ngaku', 'turunan', 'babi', 'kacau', 'islam', 'rasa', 'sekte', 'membumi', 'di', 'konoha']","['ulamanya', 'gaya', 'asline', 'goblok', 'wahabi', 'salafi', 'radikal', 'hti', 'selevel', 'pki', 'yg', 'nyembah', 'tukang', 'mesum', 'cebol', 'ngaku', 'turunan', 'babi', 'kacau', 'islam', 'sekte', 'membumi', 'konoha']","['ulamanya', 'gaya', 'aslin', 'goblok', 'wahabi', 'salafi', 'radik', 'hti', 'selevel', 'pki', 'yg', 'nyembah', 'tukang', 'mesum', 'cebol', 'ngaku', 'turunan', 'babi', 'kacau', 'islam', 'sekt', 'membumi', 'konoha']",ulamanya gaya aslin goblok wahabi salafi radik hti selevel pki yg nyembah tukang mesum cebol ngaku turunan babi kacau islam sekt membumi konoha
Bukan islam radikal yang bikin rusak adalah orang-orang inkompeten yang rakus bin serakah tanpa malu-malu.,Negatif,Bukan islam radikal yang bikin rusak adalah orangorang inkompeten yang rakus bin serakah tanpa malumalu,bukan islam radikal yang bikin rusak adalah orangorang inkompeten yang rakus bin serakah tanpa malumalu,"['bukan', 'islam', 'radikal', 'yang', 'bikin', 'rusak', 'adalah', 'orangorang', 'inkompeten', 'yang', 'rakus', 'bin', 'serakah', 'tanpa', 'malumalu']","['islam', 'radikal', 'bikin', 'rusak', 'orangorang', 'inkompeten', 'rakus', 'bin', 'serakah', 'malumalu']","['islam', 'radik', 'bikin', 'rusak', 'orangorang', 'inkompeten', 'raku', 'bin', 'serakah', 'malumalu']",islam radik bikin rusak orangorang inkompeten raku bin serakah malumalu
Intinya sih jngn sampai menimbulkan ekstrimis atau radikal islam lagi itu usaha pemerintah Tajikistan mencegah lebih baik. Keputusan akan ada pro &amp; kontra apalagi 96% penduduknya muslim beresiko utk pemerintahannya. Sebab akibat kl ga ada sebabnya ya ga ada keputusan tsb.,Negatif,Intinya sih jngn sampai menimbulkan ekstrimis atau radikal islam lagi itu usaha pemerintah Tajikistan mencegah lebih baik Keputusan akan ada pro amp kontra apalagi  penduduknya muslim beresiko utk pemerintahannya Sebab akibat kl ga ada sebabnya ya ga ada keputusan tsb,intinya sih jngn sampai menimbulkan ekstrimis atau radikal islam lagi itu usaha pemerintah tajikistan mencegah lebih baik keputusan akan ada pro amp kontra apalagi  penduduknya muslim beresiko utk pemerintahannya sebab akibat kl ga ada sebabnya ya ga ada keputusan tsb,"['intinya', 'sih', 'jngn', 'sampai', 'menimbulkan', 'ekstrimis', 'atau', 'radikal', 'islam', 'lagi', 'itu', 'usaha', 'pemerintah', 'tajikistan', 'mencegah', 'lebih', 'baik', 'keputusan', 'akan', 'ada', 'pro', 'amp', 'kontra', 'apalagi', 'penduduknya', 'muslim', 'beresiko', 'utk', 'pemerintahannya', 'sebab', 'akibat', 'kl', 'ga', 'ada', 'sebabnya', 'ya', 'ga', 'ada', 'keputusan', 'tsb']","['intinya', 'sih', 'jngn', 'menimbulkan', 'ekstrimis', 'radikal', 'islam', 'usaha', 'pemerintah', 'tajikistan', 'mencegah', 'keputusan', 'pro', 'amp', 'kontra', 'penduduknya', 'muslim', 'beresiko', 'utk', 'pemerintahannya', 'akibat', 'kl', 'ga', 'ya', 'ga', 'keputusan', 'tsb']","['intinya', 'sih', 'jngn', 'menimbulkan', 'ekstrimi', 'radik', 'islam', 'usaha', 'pemerintah', 'tajikistan', 'mencegah', 'keputusan', 'pro', 'amp', 'kontra', 'penduduknya', 'muslim', 'beresiko', 'utk', 'pemerintahannya', 'akibat', 'kl', 'ga', 'ya', 'ga', 'keputusan', 'tsb']",intinya sih jngn menimbulkan ekstrimi radik islam usaha pemerintah tajikistan mencegah keputusan pro amp kontra penduduknya muslim beresiko utk pemerintahannya akibat kl ga ya ga keputusan tsb
